1;30.03.2019;15.30;Odd;3 - 2;Brann
1;30.03.2019;18.00;Vålerenga;2 - 0;Mjøndalen
1;31.03.2019;18.00;Ranheim TF;1 - 2;Tromsø
1;31.03.2019;18.00;Sarpsborg 08;1 - 1;Molde
1;31.03.2019;18.00;Strømsgodset;3 - 2;Haugesund
1;31.03.2019;18.00;Viking;2 - 0;Kristiansund
1;31.03.2019;20.00;Bodø/Glimt;2 - 0;Rosenborg
1;01.04.2019;19.00;Stabæk;1 - 1;Lillestrøm
2;06.04.2019;18.00;Mjøndalen;4 - 5;Bodø/Glimt
2;07.04.2019;18.00;Molde;3 - 0;Stabæk
2;07.04.2019;18.00;Haugesund;1 - 1;Sarpsborg 08
2;07.04.2019;18.00;Kristiansund;2 - 0;Vålerenga
2;07.04.2019;18.00;Tromsø;0 - 2;Viking
2;07.04.2019;18.00;Lillestrøm;2 - 1;Ranheim TF
2;07.04.2019;20.00;Brann;1 - 1;Strømsgodset
2;08.04.2019;19.00;Rosenborg;1 - 1;Odd
3;12.04.2019;19.00;Strømsgodset;2 - 3;Mjøndalen
3;13.04.2019;20.00;Viking;2 - 1;Brann
3;14.04.2019;18.00;Ranheim TF;0 - 2;Haugesund
3;14.04.2019;18.00;Odd;2 - 0;Kristiansund
3;14.04.2019;18.00;Bodø/Glimt;3 - 2;Molde
3;14.04.2019;18.00;Stabæk;3 - 1;Rosenborg
3;14.04.2019;18.00;Sarpsborg 08;1 - 0;Lillestrøm
3;14.04.2019;20.00;Vålerenga;4 - 1;Tromsø
4;22.04.2019;18.00;Rosenborg;0 - 0;Strømsgodset
4;22.04.2019;18.00;Haugesund;3 - 0;Stabæk
4;22.04.2019;18.00;Kristiansund;0 - 0;Ranheim TF
4;22.04.2019;18.00;Bodø/Glimt;1 - 1;Sarpsborg 08
4;22.04.2019;18.00;Lillestrøm;0 - 2;Molde
4;22.04.2019;18.00;Mjøndalen;1 - 1;Tromsø
4;22.04.2019;20.00;Brann;1 - 1;Vålerenga
4;23.04.2019;19.00;Odd;1 - 0;Viking
5;27.04.2019;18.00;Sarpsborg 08;1 - 1;Mjøndalen
5;28.04.2019;18.00;Ranheim TF;5 - 2;Viking
5;28.04.2019;18.00;Tromsø;1 - 2;Brann
5;28.04.2019;18.00;Lillestrøm;1 - 0;Haugesund
5;28.04.2019;18.00;Strømsgodset;2 - 3;Kristiansund
5;28.04.2019;18.00;Stabæk;2 - 0;Bodø/Glimt
5;28.04.2019;20.00;Molde;3 - 0;Rosenborg
5;29.04.2019;19.00;Vålerenga;1 - 0;Odd
6;04.05.2019;18.00;Mjøndalen;1 - 0;Stabæk
6;05.05.2019;18.00;Brann;0 - 1;Ranheim TF
6;05.05.2019;18.00;Haugesund;1 - 2;Molde
6;05.05.2019;18.00;Kristiansund;1 - 0;Tromsø
6;05.05.2019;18.00;Odd;2 - 1;Strømsgodset
6;05.05.2019;18.00;Bodø/Glimt;4 - 0;Lillestrøm
6;05.05.2019;20.00;Rosenborg;1 - 0;Sarpsborg 08
6;06.05.2019;19.00;Viking;1 - 1;Vålerenga
7;11.05.2019;18.00;Lillestrøm;1 - 1;Rosenborg
7;12.05.2019;18.00;Molde;1 - 0;Mjøndalen
7;12.05.2019;18.00;Haugesund;1 - 1;Bodø/Glimt
7;12.05.2019;18.00;Ranheim TF;1 - 5;Vålerenga
7;12.05.2019;18.00;Sarpsborg 08;0 - 1;Kristiansund
7;12.05.2019;18.00;Tromsø;1 - 2;Odd
7;12.05.2019;20.00;Stabæk;0 - 1;Brann
7;13.05.2019;19.00;Strømsgodset;0 - 0;Viking
8;16.05.2019;18.00;Rosenborg;0 - 2;Haugesund
8;16.05.2019;18.00;Brann;2 - 1;Sarpsborg 08
8;16.05.2019;18.00;Kristiansund;3 - 2;Molde
8;16.05.2019;18.00;Odd;1 - 0;Ranheim TF
8;16.05.2019;18.00;Tromsø;1 - 2;Bodø/Glimt
8;16.05.2019;18.00;Viking;3 - 0;Stabæk
8;16.05.2019;18.00;Mjøndalen;2 - 2;Lillestrøm
8;16.05.2019;20.00;Vålerenga;2 - 0;Strømsgodset
9;19.05.2019;18.00;Rosenborg;3 - 2;Mjøndalen
