9;19.05.2019;18.00;Haugesund;0 - 0;Kristiansund
9;19.05.2019;18.00;Sarpsborg 08;1 - 3;Ranheim TF
9;19.05.2019;18.00;Lillestrøm;0 - 3;Odd
9;19.05.2019;18.00;Strømsgodset;3 - 1;Tromsø
9;19.05.2019;20.00;Bodø/Glimt;1 - 2;Brann
9;20.05.2019;19.00;Molde;5 - 1;Viking
9;14.08.2019;19.00;Stabæk;1 - 1;Vålerenga
10;25.05.2019;18.00;Vålerenga;0 - 3;Lillestrøm
10;26.05.2019;18.00;Ranheim TF;1 - 0;Strømsgodset
10;26.05.2019;18.00;Tromsø;2 - 1;Molde
10;26.05.2019;18.00;Mjøndalen;1 - 4;Haugesund
10;26.05.2019;20.00;Brann;0 - 1;Rosenborg
10;10.07.2019;19.00;Odd;2 - 1;Stabæk
10;14.08.2019;19.00;Kristiansund;1 - 2;Bodø/Glimt
10;14.08.2019;19.00;Viking;2 - 1;Sarpsborg 08
11;15.06.2019;18.00;Haugesund;1 - 1;Brann
11;16.06.2019;18.00;Molde;2 - 0;Ranheim TF
11;16.06.2019;18.00;Sarpsborg 08;2 - 0;Odd
11;16.06.2019;18.00;Bodø/Glimt;2 - 0;Strømsgodset
11;16.06.2019;18.00;Lillestrøm;0 - 2;Viking
11;16.06.2019;18.00;Mjøndalen;1 - 1;Kristiansund
11;16.06.2019;20.00;Rosenborg;3 - 0;Vålerenga
11;17.06.2019;19.00;Stabæk;0 - 1;Tromsø
12;22.06.2019;18.00;Strømsgodset;0 - 4;Molde
12;23.06.2019;15.00;Vålerenga;1 - 1;Sarpsborg 08
12;23.06.2019;18.00;Kristiansund;0 - 1;Stabæk
12;23.06.2019;18.00;Ranheim TF;1 - 1;Mjøndalen
12;23.06.2019;18.00;Odd;3 - 1;Haugesund
12;23.06.2019;18.00;Tromsø;1 - 0;Rosenborg
12;23.06.2019;18.00;Viking;3 - 4;Bodø/Glimt
12;23.06.2019;20.00;Brann;1 - 0;Lillestrøm
13;29.06.2019;18.00;Rosenborg;1 - 0;Kristiansund
13;30.06.2019;18.00;Haugesund;1 - 4;Vålerenga
13;30.06.2019;18.00;Bodø/Glimt;3 - 0;Odd
13;30.06.2019;18.00;Lillestrøm;4 - 0;Tromsø
13;30.06.2019;18.00;Stabæk;0 - 0;Ranheim TF
13;30.06.2019;18.00;Mjøndalen;1 - 1;Viking
13;30.06.2019;20.00;Molde;1 - 1;Brann
13;01.07.2019;19.00;Sarpsborg 08;2 - 2;Strømsgodset
14;04.07.2019;20.00;Ranheim TF;2 - 3;Rosenborg
14;05.07.2019;19.00;Brann;0 - 0;Mjøndalen
14;05.07.2019;19.00;Kristiansund;5 - 2;Lillestrøm
14;05.07.2019;19.00;Vålerenga;6 - 0;Bodø/Glimt
14;05.07.2019;19.00;Odd;2 - 2;Molde
14;05.07.2019;19.00;Tromsø;2 - 0;Sarpsborg 08
14;05.07.2019;19.00;Strømsgodset;0 - 2;Stabæk
14;05.07.2019;21.00;Viking;0 - 0;Haugesund
15;10.04.2019;18.30;Molde;4 - 1;Vålerenga
15;10.04.2019;18.30;Brann;2 - 1;Kristiansund
15;13.07.2019;15.30;Rosenborg;5 - 1;Viking
15;13.07.2019;21.00;Bodø/Glimt;5 - 1;Ranheim TF
15;14.07.2019;18.00;Haugesund;5 - 1;Tromsø
15;14.07.2019;18.00;Mjøndalen;2 - 0;Odd
15;14.07.2019;20.00;Lillestrøm;2 - 1;Strømsgodset
15;15.07.2019;19.00;Stabæk;3 - 3;Sarpsborg 08
16;03.08.2019;18.00;Sarpsborg 08;1 - 1;Rosenborg
16;03.08.2019;18.00;Odd;2 - 1;Lillestrøm
16;04.08.2019;18.00;Ranheim TF;0 - 3;Brann
16;04.08.2019;18.00;Tromsø;2 - 2;Mjøndalen
16;04.08.2019;18.00;Stabæk;1 - 1;Haugesund
16;04.08.2019;18.00;Viking;0 - 2;Molde
16;04.08.2019;20.00;Vålerenga;1 - 1;Kristiansund
16;05.08.2019;19.00;Strømsgodset;1 - 3;Bodø/Glimt
17;21.07.2019;18.00;Brann;2 - 1;Stabæk
17;21.07.2019;20.00;Molde;2 - 1;Sarpsborg 08
17;10.08.2019;15.30;Rosenborg;5 - 2;Tromsø
17;11.08.2019;18.00;Haugesund;0 - 1;Ranheim TF
17;11.08.2019;18.00;Kristiansund;1 - 1;Odd
17;11.08.2019;18.00;Bodø/Glimt;2 - 1;Viking
17;11.08.2019;20.00;Strømsgodset;3 - 2;Vålerenga
17;12.08.2019;19.00;Lillestrøm;3 - 2;Mjøndalen
18;17.08.2019;18.00;Odd;1 - 1;Rosenborg
18;18.08.2019;16.00;Stabæk;2 - 0;Kristiansund
18;18.08.2019;18.00;Vålerenga;1 - 2;Haugesund
18;18.08.2019;18.00;Ranheim TF;2 - 3;Molde
18;18.08.2019;18.00;Tromsø;1 - 1;Lillestrøm
18;18.08.2019;18.00;Mjøndalen;2 - 1;Brann
18;18.08.2019;20.00;Viking;4 - 0;Strømsgodset
18;19.08.2019;19.00;Sarpsborg 08;1 - 1;Bodø/Glimt
19;24.08.2019;18.00;Rosenborg;3 - 2;Stabæk
19;25.08.2019;18.00;Molde;2 - 2;Odd
19;25.08.2019;18.00;Brann;2 - 3;Tromsø
19;25.08.2019;18.00;Haugesund;0 - 2;Lillestrøm
19;25.08.2019;18.00;Kristiansund;4 - 0;Mjøndalen
19;25.08.2019;18.00;Viking;2 - 2;Ranheim TF
19;25.08.2019;20.00;Strømsgodset;2 - 1;Sarpsborg 08
19;26.08.2019;19.00;Bodø/Glimt;4 - 0;Vålerenga
20;30.08.2019;19.00;Odd;3 - 1;Bodø/Glimt
20;31.08.2019;18.00;Stabæk;2 - 1;Strømsgodset
20;01.09.2019;18.00;Ranheim TF;1 - 2;Kristiansund
20;01.09.2019;18.00;Sarpsborg 08;2 - 2;Viking
20;01.09.2019;18.00;Tromsø;2 - 2;Haugesund
20;01.09.2019;18.00;Lillestrøm;1 - 3;Brann
20;01.09.2019;18.00;Mjøndalen;1 - 3;Molde
20;01.09.2019;20.00;Vålerenga;1 - 1;Rosenborg
21;14.09.2019;18.00;Rosenborg;3 - 1;Lillestrøm
21;15.09.2019;18.00;Molde;3 - 0;Tromsø
21;15.09.2019;18.00;Haugesund;0 - 0;Mjøndalen
21;15.09.2019;18.00;Bodø/Glimt;3 - 3;Stabæk
21;15.09.2019;18.00;Strømsgodset;1 - 0;Ranheim TF
21;15.09.2019;18.00;Viking;2 - 0;Odd
21;15.09.2019;20.00;Kristiansund;1 - 0;Brann
21;16.09.2019;19.00;Sarpsborg 08;1 - 0;Vålerenga
22;21.09.2019;18.00;Brann;0 - 0;Haugesund
22;22.09.2019;18.00;Vålerenga;0 - 4;Viking
22;22.09.2019;18.00;Ranheim TF;1 - 1;Bodø/Glimt
22;22.09.2019;18.00;Odd;3 - 0;Sarpsborg 08
22;22.09.2019;18.00;Tromsø;0 - 1;Strømsgodset
22;22.09.2019;18.00;Lillestrøm;1 - 1;Kristiansund
22;22.09.2019;20.00;Mjøndalen;1 - 2;Rosenborg
22;23.09.2019;19.00;Stabæk;1 - 2;Molde
23;28.09.2019;20.00;Rosenborg;0 - 0;Brann
23;29.09.2019;18.00;Molde;2 - 1;Lillestrøm
23;29.09.2019;18.00;Kristiansund;2 - 2;Haugesund
23;29.09.2019;18.00;Vålerenga;1 - 1;Ranheim TF
23;29.09.2019;18.00;Sarpsborg 08;0 - 0;Stabæk
23;29.09.2019;18.00;Strømsgodset;2 - 3;Odd
23;29.09.2019;20.00;Bodø/Glimt;4 - 0;Tromsø
23;30.09.2019;19.00;Viking;4 - 1;Mjøndalen
24;04.10.2019;19.00;Mjøndalen;1 - 1;Strømsgodset
24;05.10.2019;18.00;Odd;1 - 1;Vålerenga
24;06.10.2019;18.00;Haugesund;2 - 1;Rosenborg
24;06.10.2019;18.00;Ranheim TF;0 - 2;Sarpsborg 08
24;06.10.2019;18.00;Tromsø;5 - 0;Kristiansund
24;06.10.2019;18.00;Lillestrøm;0 - 0;Bodø/Glimt
24;06.10.2019;18.00;Stabæk;0 - 0;Viking
24;06.10.2019;20.00;Brann;0 - 0;Molde
25;19.10.2019;18.00;Kristiansund;2 - 2;Rosenborg
25;19.10.2019;20.30;Vålerenga;0 - 2;Stabæk
25;20.10.2019;18.00;Molde;3 - 1;Haugesund
25;20.10.2019;18.00;Ranheim TF;4 - 1;Odd
25;20.10.2019;18.00;Strømsgodset;1 - 1;Lillestrøm
25;20.10.2019;18.00;Viking;2 - 1;Tromsø
25;20.10.2019;20.00;Sarpsborg 08;1 - 1;Brann
25;21.10.2019;19.00;Bodø/Glimt;0 - 0;Mjøndalen
26;26.10.2019;16.00;Lillestrøm;0 - 0;Vålerenga
26;27.10.2019;18.00;Haugesund;2 - 2;Strømsgodset
26;27.10.2019;18.00;Kristiansund;4 - 2;Viking
26;27.10.2019;18.00;Tromsø;4 - 2;Ranheim TF
26;27.10.2019;18.00;Stabæk;0 - 0;Odd
26;27.10.2019;18.00;Mjøndalen;0 - 0;Sarpsborg 08
26;27.10.2019;20.00;Rosenborg;3 - 1;Molde
26;28.10.2019;19.00;Brann;1 - 1;Bodø/Glimt
27;01.11.2019;19.00;Strømsgodset;3 - 3;Rosenborg
27;02.11.2019;18.30;Molde;2 - 0;Kristiansund
27;03.11.2019;18.00;Ranheim TF;0 - 2;Stabæk
27;03.11.2019;18.00;Sarpsborg 08;3 - 2;Tromsø
27;03.11.2019;18.00;Bodø/Glimt;2 - 2;Haugesund
27;03.11.2019;18.00;Viking;3 - 0;Lillestrøm
27;03.11.2019;20.00;Vålerenga;1 - 0;Brann
27;04.11.2019;19.00;Odd;3 - 2;Mjøndalen
28;08.11.2019;19.00;Brann;1 - 0;Odd
28;09.11.2019;18.00;Haugesund;1 - 0;Viking
28;10.11.2019;18.00;Molde;4 - 0;Strømsgodset
28;10.11.2019;18.00;Kristiansund;4 - 0;Sarpsborg 08
28;10.11.2019;18.00;Tromsø;0 - 0;Vålerenga
28;10.11.2019;18.00;Lillestrøm;1 - 3;Stabæk
28;10.11.2019;18.00;Mjøndalen;3 - 1;Ranheim TF
28;10.11.2019;20.00;Rosenborg;3 - 2;Bodø/Glimt
29;24.11.2019;18.00;Vålerenga;2 - 4;Molde
29;24.11.2019;18.00;Ranheim TF;2 - 1;Lillestrøm
29;24.11.2019;18.00;Sarpsborg 08;1 - 1;Haugesund
29;24.11.2019;18.00;Odd;2 - 1;Tromsø
29;24.11.2019;18.00;Bodø/Glimt;3 - 0;Kristiansund
29;24.11.2019;18.00;Strømsgodset;6 - 0;Brann
29;24.11.2019;18.00;Stabæk;4 - 2;Mjøndalen
29;24.11.2019;18.00;Viking;2 - 2;Rosenborg
30;01.12.2019;18.00;Rosenborg;3 - 2;Ranheim TF
30;01.12.2019;18.00;Molde;4 - 2;Bodø/Glimt
30;01.12.2019;18.00;Brann;1 - 5;Viking
30;01.12.2019;18.00;Haugesund;4 - 1;Odd
30;01.12.2019;18.00;Kristiansund;1 - 2;Strømsgodset
30;01.12.2019;18.00;Tromsø;1 - 1;Stabæk
30;01.12.2019;18.00;Lillestrøm;0 - 0;Sarpsborg 08
30;01.12.2019;18.00;Mjøndalen;1 - 0;Vålerenga
